TEMP(FAHR),58,,
PRESSURE (PSI),Z factor,VISCOSITY (CP),Phase
4600,1,1.1358,liquid
4610,1,1.1358,liquid
4620,1,1.1357,liquid
4630,1,1.1357,liquid
4640,1,1.1357,liquid
4650,1,1.1357,liquid
4660,1,1.1356,liquid
4670,1,1.1356,liquid
4680,1,1.1356,liquid
4690,1,1.1355,liquid
4700,1,1.1355,liquid
4710,1,1.1355,liquid
4720,1,1.1354,liquid
4730,1,1.1354,liquid
4740,1,1.1354,liquid
4750,1,1.1353,liquid
4760,1,1.1353,liquid
4770,1,1.1353,liquid
4780,1,1.1353,liquid
4790,1,1.1352,liquid
4800,1,1.1352,liquid
4810,1,1.1352,liquid
4820,1,1.1351,liquid
4830,1,1.1351,liquid
4840,1,1.1351,liquid
4850,1,1.135,liquid
4860,1,1.135,liquid
4870,1,1.135,liquid
4880,1,1.135,liquid
4890,1,1.1349,liquid
4900,1,1.1349,liquid
4910,1,1.1349,liquid
4920,1,1.1348,liquid
4930,1,1.1348,liquid
4940,1,1.1348,liquid
4950,1,1.1348,liquid
4960,1,1.1347,liquid
4970,1,1.1347,liquid
4980,1,1.1347,liquid
4990,1,1.1346,liquid
5000,1,1.1346,liquid
END PVT,,,
